original_index	participant	content	token	lemma	tagged_token	tagged_lemma	original_file	file
13	cgv	it was made in japan not china abe do you remember what all you did yesterday see if you can tell me what all you did yesterday	[it, was, made, in, japan, not, china, abe, do, you, remember, what, all, you, did, yesterday, see, if, you, can, tell, me, what, all, you, did, yesterday]	[it, be, make, in, japan, not, china, abe, do, you, remember, what, all, you, do, yesterday, see, if, you, can, tell, me, what, all, you, do, yesterday]	[(it, PRP), (was, VBD), (made, VBN), (in, IN), (japan, NN), (not, RB), (china, VB), (abe, RB), (do, VBP), (you, PRP), (remember, VB), (what, WP), (all, DT), (you, PRP), (did, VBD), (yesterday, NN), (see, VB), (if, IN), (you, PRP), (can, MD), (tell, VB), (me, PRP), (what, WP), (all, DT), (you, PRP), (did, VBD), (yesterday, NN)]	[(it, PRP), (be, VB), (make, VBN), (in, IN), (japan, NN), (not, RB), (china, VB), (abe, RB), (do, VBP), (you, PRP), (remember, VB), (what, WP), (all, DT), (you, PRP), (do, VBP), (yesterday, NN), (see, VB), (if, IN), (you, PRP), (can, MD), (tell, VB), (me, PRP), (what, WP), (all, DT), (you, PRP), (do, VBP), (yesterday, NN)]	time210-cond1.txt	time210-time194-cond1
12	kid	because then they would be our size and just giants could play with em	[because, then, they, would, be, our, size, and, just, giants, could, play, with, em]	[because, then, they, would, be, our, size, and, just, giant, could, play, with, em]	[(because, IN), (then, RB), (they, PRP), (would, MD), (be, VB), (our, PRP$), (size, NN), (and, CC), (just, RB), (giants, NNS), (could, MD), (play, VB), (with, IN), (em, NN)]	[(because, IN), (then, RB), (they, PRP), (would, MD), (be, VB), (our, PRP$), (size, NN), (and, CC), (just, RB), (giant, NN), (could, MD), (play, VB), (with, IN), (em, NN)]	time194-cond1.txt	time210-time194-cond1
15	cgv	 anything else	[anything, else]	[anything, else]	[(anything, NN), (else, RB)]	[(anything, NN), (else, RB)]	time210-cond1.txt	time210-time194-cond1
14	kid	most of em would have to go to the doctor because no one could put em together	[most, of, em, would, have, to, go, to, the, doctor, because, no, one, could, put, em, together]	[most, of, em, would, have, to, go, to, the, doctor, because, no, one, could, put, em, together]	[(most, JJS), (of, IN), (em, NN), (would, MD), (have, VB), (to, TO), (go, VB), (to, TO), (the, DT), (doctor, NN), (because, IN), (no, DT), (one, NN), (could, MD), (put, VB), (em, RP), (together, RB)]	[(most, JJS), (of, IN), (em, NN), (would, MD), (have, VB), (to, TO), (go, VB), (to, TO), (the, DT), (doctor, NN), (because, IN), (no, DT), (one, NN), (could, MD), (put, VB), (em, RP), (together, RB)]	time194-cond1.txt	time210-time194-cond1
17	cgv	what about our dinner	[what, about, our, dinner]	[what, about, our, dinner]	[(what, WP), (about, IN), (our, PRP$), (dinner, NN)]	[(what, WP), (about, IN), (our, PRP$), (dinner, NN)]	time210-cond1.txt	time210-time194-cond1
16	kid	yeah he would be able to because doctors know how to fix people he could use bandaids or something there see dad you have to put this right there there's a handle there then you have to put it in there dad it's going like this it's going like this	[yeah, he, would, be, able, to, because, doctors, know, how, to, fix, people, he, could, use, bandages, or, something, there, see, dad, you, have, to, put, this, right, there, there, is, a, handle, there, then, you, have, to, put, it, in, there, dad, it, is, going, like, this, it, is, going, like, this]	[yeah, he, would, be, able, to, because, doctor, know, how, to, fix, people, he, could, use, bandage, or, something, there, see, dad, you, have, to, put, this, right, there, there, be, a, handle, there, then, you, have, to, put, it, in, there, dad, it, be, go, like, this, it, be, go, like, this]	[(yeah, NN), (he, PRP), (would, MD), (be, VB), (able, JJ), (to, TO), (because, IN), (doctors, NNS), (know, VBP), (how, WRB), (to, TO), (fix, VB), (people, NNS), (he, PRP), (could, MD), (use, VB), (bandages, NNS), (or, CC), (something, NN), (there, RB), (see, VB), (dad, NN), (you, PRP), (have, VBP), (to, TO), (put, VB), (this, DT), (right, NN), (there, RB), (there, EX), (is, VBZ), (a, DT), (handle, NN), (there, RB), (then, RB), (you, PRP), (have, VBP), (to, TO), (put, VB), (it, PRP), (in, IN), (there, EX), (dad, VB), (it, PRP), (is, VBZ), (going, VBG), (like, IN), (this, DT), (it, PRP), (is, VBZ), (going, VBG), (like, IN), (this, DT)]	[(yeah, NN), (he, PRP), (would, MD), (be, VB), (able, JJ), (to, TO), (because, VB), (doctor, NN), (know, VB), (how, WRB), (to, TO), (fix, VB), (people, NNS), (he, PRP), (could, MD), (use, VB), (bandage, NN), (or, CC), (something, NN), (there, RB), (see, VB), (dad, NN), (you, PRP), (have, VBP), (to, TO), (put, VB), (this, DT), (right, NN), (there, EX), (there, RB), (be, VB), (a, DT), (handle, NN), (there, RB), (then, RB), (you, PRP), (have, VBP), (to, TO), (put, VB), (it, PRP), (in, IN), (there, EX), (dad, VB), (it, PRP), (be, VB), (go, VBN), (like, IN), (this, DT), (it, PRP), (be, VB), (go, VBN), (like, IN), (this, DT)]	time194-cond1.txt	time210-time194-cond1
19	cgv	okay give me the stuff	[okay, give, me, the, stuff]	[okay, give, me, the, stuff]	[(okay, RB), (give, VB), (me, PRP), (the, DT), (stuff, NN)]	[(okay, RB), (give, VB), (me, PRP), (the, DT), (stuff, NN)]	time210-cond1.txt	time210-time194-cond1
18	kid	yeah daddy this is how this is how they're gon ta fight without their guns	[yeah, daddy, this, is, how, this, is, how, they, are, gon, ta, fight, without, their, guns]	[yeah, daddy, this, be, how, this, be, how, they, be, gon, ta, fight, without, their, gun]	[(yeah, RB), (daddy, NN), (this, DT), (is, VBZ), (how, WRB), (this, DT), (is, VBZ), (how, WRB), (they, PRP), (are, VBP), (gon, JJ), (ta, NNS), (fight, VBD), (without, IN), (their, PRP$), (guns, NNS)]	[(yeah, RB), (daddy, VB), (this, DT), (be, VB), (how, WRB), (this, DT), (be, VB), (how, WRB), (they, PRP), (be, VB), (gon, VBN), (ta, JJ), (fight, NN), (without, IN), (their, PRP$), (gun, NN)]	time194-cond1.txt	time210-time194-cond1
21	cgv	good which one was the jack dempsey i forgot	[good, which, one, was, the, jack, dempsey, i, forgot]	[good, which, one, be, the, jack, dempsey, i, forget]	[(good, JJ), (which, WDT), (one, NN), (was, VBD), (the, DT), (jack, NN), (dempsey, NN), (i, NN), (forgot, VBD)]	[(good, JJ), (which, WDT), (one, CD), (be, VB), (the, DT), (jack, NN), (dempsey, NN), (i, NN), (forget, VBP)]	time210-cond1.txt	time210-time194-cond1
20	kid	these guys put their guns here and these parts could come off too i think i'll take em off dad one of the good guys landed right	[these, guys, put, their, guns, here, and, these, parts, could, come, off, too, i, think, i, will, take, em, off, dad, one, of, the, good, guys, landed, right]	[these, guy, put, their, gun, here, and, these, part, could, come, off, too, i, think, i, will, take, em, off, dad, one, of, the, good, guy, land, right]	[(these, DT), (guys, NNS), (put, VBD), (their, PRP$), (guns, NNS), (here, RB), (and, CC), (these, DT), (parts, NNS), (could, MD), (come, VB), (off, RP), (too, RB), (i, JJ), (think, VBP), (i, NN), (will, MD), (take, VB), (em, VB), (off, RP), (dad, VBG), (one, CD), (of, IN), (the, DT), (good, JJ), (guys, NNS), (landed, VBD), (right, JJ)]	[(these, DT), (guy, NN), (put, VBD), (their, PRP$), (gun, NN), (here, RB), (and, CC), (these, DT), (part, NN), (could, MD), (come, VB), (off, RP), (too, RB), (i, JJ), (think, VBP), (i, NN), (will, MD), (take, VB), (em, VB), (off, RP), (dad, VBG), (one, CD), (of, IN), (the, DT), (good, JJ), (guy, NN), (land, NN), (right, NN)]	time194-cond1.txt	time210-time194-cond1
23	cgv	you've got the lone ranger's boots on right do you know what this is	[you, have, got, the, lone, ranger, 's, boots, on, right, do, you, know, what, this, is]	[you, have, get, the, lone, ranger, 's, boot, on, right, do, you, know, what, this, be]	[(you, PRP), (have, VBP), (got, VBN), (the, DT), (lone, NN), (ranger, NN), ('s, POS), (boots, NNS), (on, IN), (right, JJ), (do, VBP), (you, PRP), (know, VB), (what, WP), (this, DT), (is, VBZ)]	[(you, PRP), (have, VBP), (get, VB), (the, DT), (lone, NN), (ranger, NN), ('s, POS), (boot, NN), (on, IN), (right, JJ), (do, VBP), (you, PRP), (know, VB), (what, WP), (this, DT), (be, VB)]	time210-cond1.txt	time210-time194-cond1
22	kid	look their weapons are gooder dad what would happen if people couldn't starve	[look, their, weapons, are, goober, dad, what, would, happen, if, people, could, not, starve]	[look, their, weapon, be, goober, dad, what, would, happen, if, people, could, not, starve]	[(look, VB), (their, PRP$), (weapons, NNS), (are, VBP), (goober, JJ), (dad, IN), (what, WP), (would, MD), (happen, VB), (if, IN), (people, NNS), (could, MD), (not, RB), (starve, VB)]	[(look, VB), (their, PRP$), (weapon, NN), (be, VB), (goober, VBN), (dad, JJ), (what, WP), (would, MD), (happen, VB), (if, IN), (people, NNS), (could, MD), (not, RB), (starve, VB)]	time194-cond1.txt	time210-time194-cond1
25	cgv	me either	[me, either]	[me, either]	[(me, PRP), (either, CC)]	[(me, PRP), (either, CC)]	time210-cond1.txt	time210-time194-cond1
24	kid	i wish that would be true	[i, wish, that, would, be, true]	[i, wish, that, would, be, true]	[(i, JJ), (wish, NN), (that, WDT), (would, MD), (be, VB), (true, JJ)]	[(i, JJ), (wish, NN), (that, WDT), (would, MD), (be, VB), (true, JJ)]	time194-cond1.txt	time210-time194-cond1
27	cgv	it's on the shelf	[it, is, on, the, shelf]	[it, be, on, the, shelf]	[(it, PRP), (is, VBZ), (on, IN), (the, DT), (shelf, NN)]	[(it, PRP), (be, VB), (on, IN), (the, DT), (shelf, NN)]	time210-cond1.txt	time210-time194-cond1
26	kid	so we wouldn't have to sit at the table all time	[so, we, would, not, have, to, sit, at, the, table, all, time]	[so, we, would, not, have, to, sit, at, the, table, all, time]	[(so, IN), (we, PRP), (would, MD), (not, RB), (have, VB), (to, TO), (sit, VB), (at, IN), (the, DT), (table, NN), (all, DT), (time, NN)]	[(so, IN), (we, PRP), (would, MD), (not, RB), (have, VB), (to, TO), (sit, VB), (at, IN), (the, DT), (table, NN), (all, DT), (time, NN)]	time194-cond1.txt	time210-time194-cond1
29	cgv	look right on that shelf	[look, right, on, that, shelf]	[look, right, on, that, shelf]	[(look, NN), (right, RB), (on, IN), (that, DT), (shelf, NN)]	[(look, NN), (right, RB), (on, IN), (that, DT), (shelf, NN)]	time210-cond1.txt	time210-time194-cond1
28	kid	why did you do that	[why, did, you, do, that]	[why, do, you, do, that]	[(why, WRB), (did, VBD), (you, PRP), (do, VB), (that, DT)]	[(why, WRB), (do, VBP), (you, PRP), (do, VB), (that, DT)]	time194-cond1.txt	time210-time194-cond1
31	cgv	where this container was	[where, this, container, was]	[where, this, container, be]	[(where, WRB), (this, DT), (container, NN), (was, VBD)]	[(where, WRB), (this, DT), (container, NN), (be, VB)]	time210-cond1.txt	time210-time194-cond1
30	kid	no you made it the wrong way	[no, you, made, it, the, wrong, way]	[no, you, make, it, the, wrong, way]	[(no, DT), (you, PRP), (made, VBD), (it, PRP), (the, DT), (wrong, JJ), (way, NN)]	[(no, DT), (you, PRP), (make, VBP), (it, PRP), (the, DT), (wrong, JJ), (way, NN)]	time194-cond1.txt	time210-time194-cond1
33	cgv	that white box	[that, white, box]	[that, white, box]	[(that, DT), (white, JJ), (box, NN)]	[(that, DT), (white, JJ), (box, NN)]	time210-cond1.txt	time210-time194-cond1
32	kid	i guess she wouldn't be pregnant i guess she wouldn't be pregnant i think mommy wouldn't live and she wouldn't be pregnant	[i, guess, she, would, not, be, pregnant, i, guess, she, would, not, be, pregnant, i, think, mommy, would, not, live, and, she, would, not, be, pregnant]	[i, guess, she, would, not, be, pregnant, i, guess, she, would, not, be, pregnant, i, think, mommy, would, not, live, and, she, would, not, be, pregnant]	[(i, NN), (guess, NN), (she, PRP), (would, MD), (not, RB), (be, VB), (pregnant, JJ), (i, NN), (guess, NN), (she, PRP), (would, MD), (not, RB), (be, VB), (pregnant, JJ), (i, JJ), (think, VBP), (mommy, NNS), (would, MD), (not, RB), (live, VB), (and, CC), (she, PRP), (would, MD), (not, RB), (be, VB), (pregnant, JJ)]	[(i, NN), (guess, NN), (she, PRP), (would, MD), (not, RB), (be, VB), (pregnant, JJ), (i, NN), (guess, NN), (she, PRP), (would, MD), (not, RB), (be, VB), (pregnant, JJ), (i, JJ), (think, VBP), (mommy, NNS), (would, MD), (not, RB), (live, VB), (and, CC), (she, PRP), (would, MD), (not, RB), (be, VB), (pregnant, JJ)]	time194-cond1.txt	time210-time194-cond1
35	cgv	here's the lone ranger	[here, 's, the, lone, ranger]	[here, 's, the, lone, ranger]	[(here, RB), ('s, VBZ), (the, DT), (lone, NN), (ranger, NN)]	[(here, RB), ('s, VBZ), (the, DT), (lone, NN), (ranger, NN)]	time210-cond1.txt	time210-time194-cond1
34	kid	me too because then mommy wouldn't be alive and you wouldn't be alive and i wouldn't be alive nobody in our family would be alive then	[me, too, because, then, mommy, would, not, be, alive, and, you, would, not, be, alive, and, i, would, not, be, alive, nobody, in, our, family, would, be, alive, then]	[me, too, because, then, mommy, would, not, be, alive, and, you, would, not, be, alive, and, i, would, not, be, alive, nobody, in, our, family, would, be, alive, then]	[(me, PRP), (too, RB), (because, IN), (then, RB), (mommy, NNS), (would, MD), (not, RB), (be, VB), (alive, JJ), (and, CC), (you, PRP), (would, MD), (not, RB), (be, VB), (alive, JJ), (and, CC), (i, NNS), (would, MD), (not, RB), (be, VB), (alive, JJ), (nobody, NN), (in, IN), (our, PRP$), (family, NN), (would, MD), (be, VB), (alive, JJ), (then, RB)]	[(me, PRP), (too, RB), (because, IN), (then, RB), (mommy, NNS), (would, MD), (not, RB), (be, VB), (alive, JJ), (and, CC), (you, PRP), (would, MD), (not, RB), (be, VB), (alive, JJ), (and, CC), (i, NNS), (would, MD), (not, RB), (be, VB), (alive, JJ), (nobody, NN), (in, IN), (our, PRP$), (family, NN), (would, MD), (be, VB), (alive, JJ), (then, RB)]	time194-cond1.txt	time210-time194-cond1
37	cgv	i think we need another stirrup	[i, think, we, need, another, stirrup]	[i, think, we, need, another, stirrup]	[(i, JJ), (think, VBP), (we, PRP), (need, VBP), (another, DT), (stirrup, NN)]	[(i, JJ), (think, VBP), (we, PRP), (need, VBP), (another, DT), (stirrup, NN)]	time210-cond1.txt	time210-time194-cond1
36	kid	hot dogs can't even talk mom when when are you gon ta cook my grilled cheese	[hot, dogs, can, not, even, talk, mom, when, when, are, you, gon, ta, cook, my, grilled, cheese]	[hot, dog, can, not, even, talk, mom, when, when, be, you, gon, ta, cook, my, grilled, cheese]	[(hot, JJ), (dogs, NNS), (can, MD), (not, RB), (even, RB), (talk, VB), (mom, NN), (when, WRB), (when, WRB), (are, VBP), (you, PRP), (gon, JJ), (ta, TO), (cook, VB), (my, PRP$), (grilled, JJ), (cheese, NN)]	[(hot, JJ), (dog, NN), (can, MD), (not, RB), (even, RB), (talk, VB), (mom, NN), (when, WRB), (when, WRB), (be, VB), (you, PRP), (gon, VB), (ta, TO), (cook, VB), (my, PRP$), (grilled, JJ), (cheese, NN)]	time194-cond1.txt	time210-time194-cond1
39	cgv	i don't see it	[i, do, not, see, it]	[i, do, not, see, it]	[(i, NNS), (do, VBP), (not, RB), (see, VB), (it, PRP)]	[(i, NNS), (do, VBP), (not, RB), (see, VB), (it, PRP)]	time210-cond1.txt	time210-time194-cond1
38	kid	when is it gon ta be cooking	[when, is, it, gon, ta, be, cooking]	[when, be, it, gon, ta, be, cook]	[(when, WRB), (is, VBZ), (it, PRP), (gon, JJ), (ta, RB), (be, VB), (cooking, VBG)]	[(when, WRB), (be, VB), (it, PRP), (gon, VB), (ta, RB), (be, VB), (cook, NN)]	time194-cond1.txt	time210-time194-cond1
41	cgv	it was beautiful	[it, was, beautiful]	[it, be, beautiful]	[(it, PRP), (was, VBD), (beautiful, JJ)]	[(it, PRP), (be, VB), (beautiful, JJ)]	time210-cond1.txt	time210-time194-cond1
40	kid	i'm tired of sitting mom	[i, am, tired, of, sitting, mom]	[i, be, tire, of, sit, mom]	[(i, NN), (am, VBP), (tired, VBN), (of, IN), (sitting, VBG), (mom, NN)]	[(i, NN), (be, VB), (tire, NN), (of, IN), (sit, NN), (mom, NN)]	time194-cond1.txt	time210-time194-cond1
43	cgv	why don't we put these seashells with our other ones can you get the jar down or is it too high up	[why, do, not, we, put, these, seashells, with, our, other, ones, can, you, get, the, jar, down, or, is, it, too, high, up]	[why, do, not, we, put, these, seashell, with, our, other, one, can, you, get, the, jar, down, or, be, it, too, high, up]	[(why, WRB), (do, VBP), (not, RB), (we, PRP), (put, VBP), (these, DT), (seashells, NNS), (with, IN), (our, PRP$), (other, JJ), (ones, NNS), (can, MD), (you, PRP), (get, VB), (the, DT), (jar, NN), (down, RP), (or, CC), (is, VBZ), (it, PRP), (too, RB), (high, JJ), (up, RP)]	[(why, WRB), (do, VBP), (not, RB), (we, PRP), (put, VBP), (these, DT), (seashell, NN), (with, IN), (our, PRP$), (other, JJ), (one, CD), (can, MD), (you, PRP), (get, VB), (the, DT), (jar, NN), (down, RP), (or, CC), (be, VB), (it, PRP), (too, RB), (high, JJ), (up, RP)]	time210-cond1.txt	time210-time194-cond1
42	kid	those buns are ready those buns are ready i'm ready did you cut the cheese good is it time for dinner hey mom why does this got lines in it	[those, buns, are, ready, those, buns, are, ready, i, am, ready, did, you, cut, the, cheese, good, is, it, time, for, dinner, hey, mom, why, does, this, got, lines, in, it]	[those, bun, be, ready, those, bun, be, ready, i, be, ready, do, you, cut, the, cheese, good, be, it, time, for, dinner, hey, mom, why, do, this, get, line, in, it]	[(those, DT), (buns, NNS), (are, VBP), (ready, JJ), (those, DT), (buns, NNS), (are, VBP), (ready, JJ), (i, JJ), (am, VBP), (ready, JJ), (did, VBD), (you, PRP), (cut, VB), (the, DT), (cheese, JJ), (good, NN), (is, VBZ), (it, PRP), (time, NN), (for, IN), (dinner, NN), (hey, NN), (mom, FW), (why, WRB), (does, VBZ), (this, DT), (got, VBD), (lines, NNS), (in, IN), (it, PRP)]	[(those, DT), (bun, JJ), (be, VB), (ready, JJ), (those, DT), (bun, JJ), (be, VB), (ready, JJ), (i, JJ), (be, VB), (ready, JJ), (do, VB), (you, PRP), (cut, VB), (the, DT), (cheese, JJ), (good, JJ), (be, VB), (it, PRP), (time, NN), (for, IN), (dinner, NN), (hey, NN), (mom, NN), (why, WRB), (do, VBP), (this, DT), (get, VB), (line, NN), (in, IN), (it, PRP)]	time194-cond1.txt	time210-time194-cond1
45	cgv	you can get it while dad's fixing silver	[you, can, get, it, while, dad, 's, fixing, silver]	[you, can, get, it, while, dad, 's, fixing, silver]	[(you, PRP), (can, MD), (get, VB), (it, PRP), (while, IN), (dad, NN), ('s, POS), (fixing, NN), (silver, NN)]	[(you, PRP), (can, MD), (get, VB), (it, PRP), (while, IN), (dad, NN), ('s, POS), (fixing, NN), (silver, NN)]	time210-cond1.txt	time210-time194-cond1
44	kid	mommy is this the top or the bottom	[mommy, is, this, the, top, or, the, bottom]	[mommy, be, this, the, top, or, the, bottom]	[(mommy, NN), (is, VBZ), (this, DT), (the, DT), (top, JJ), (or, CC), (the, DT), (bottom, NN)]	[(mommy, RB), (be, VB), (this, DT), (the, DT), (top, JJ), (or, CC), (the, DT), (bottom, NN)]	time194-cond1.txt	time210-time194-cond1
47	cgv	okay i got it	[okay, i, got, it]	[okay, i, get, it]	[(okay, NN), (i, NN), (got, VBD), (it, PRP)]	[(okay, NN), (i, NN), (get, VBP), (it, PRP)]	time210-cond1.txt	time210-time194-cond1
46	kid	it has to be the bottom	[it, has, to, be, the, bottom]	[it, have, to, be, the, bottom]	[(it, PRP), (has, VBZ), (to, TO), (be, VB), (the, DT), (bottom, NN)]	[(it, PRP), (have, VBP), (to, TO), (be, VB), (the, DT), (bottom, NN)]	time194-cond1.txt	time210-time194-cond1
49	cgv	abe could you bring me the shells	[abe, could, you, bring, me, the, shells]	[abe, could, you, bring, me, the, shell]	[(abe, NN), (could, MD), (you, PRP), (bring, VB), (me, PRP), (the, DT), (shells, NNS)]	[(abe, NN), (could, MD), (you, PRP), (bring, VB), (me, PRP), (the, DT), (shell, NN)]	time210-cond1.txt	time210-time194-cond1
48	kid	dad why didn't you turn the tv on dad why didn't you turn the tv on	[dad, why, did, not, you, turn, the, tv, on, dad, why, did, not, you, turn, the, tv, on]	[dad, why, do, not, you, turn, the, tv, on, dad, why, do, not, you, turn, the, tv, on]	[(dad, NN), (why, WRB), (did, VBD), (not, RB), (you, PRP), (turn, VBP), (the, DT), (tv, NN), (on, IN), (dad, NN), (why, WRB), (did, VBD), (not, RB), (you, PRP), (turn, VBP), (the, DT), (tv, NN), (on, IN)]	[(dad, NN), (why, WRB), (do, VBP), (not, RB), (you, PRP), (turn, VBP), (the, DT), (tv, NN), (on, IN), (dad, NN), (why, WRB), (do, VBP), (not, RB), (you, PRP), (turn, VBP), (the, DT), (tv, NN), (on, IN)]	time194-cond1.txt	time210-time194-cond1
